title_pt;title_en;year;rating;genre;sinopse;sinopse_enriched;Cluster
Sempre ao Seu Lado;Hachi: A Dog's Tale;2009;8.1;Biografia;Um professor universitário se liga a um cachorro abandonado que ele leva para casa.;Em meio à solidão de sua vida acadêmica, um professor universitário encontra um inesperado amigo: um cachorro abandonado, cuja lealdade incondicional transforma seu mundo. Ao levá-lo para casa, eles embarcam em uma jornada de cura e descoberta, desafiando as barreiras entre humano e animal. Juntos, eles enfrentarão os desafios da vida, revelando que o amor pode surgir nos lugares mais inesperados. Prepare-se para uma emocionante história de amizade que tocará seu coração e reacenderá sua esperança.;0
A Batalha de Argel;The Battle of Algiers;1966;8.1;Drama;Nos anos 50, o medo e a violência aumentam à medida que o povo de Argel lutava pela independência do governo francês.;Na turbulenta década de 50, Argel se transforma em um campo de batalha onde o medo e a violência permeiam cada esquina. Enquanto o povo se levanta em busca de liberdade, um clamor ressoa nas ruas, ecoando a determinação de uma nação disposta a tudo por sua independência do jugo francês. Prepare-se para testemunhar a luta épica de um povo que não se calará diante da opressão. A chama da revolução arde intensamente, e a história de Argel está prestes a ser reescrita.;4
A Criada;The Handmaiden;2016;8.1;Drama;Uma mulher é contratada como criada de uma herdeira japonesa, mas secretamente esta envolvida em um plano para defraudá-la.;Em um mundo de luxos e segredos ocultos, uma mulher entra na vida de uma herdeira japonesa, disfarçando-se como sua fiel criada. Mas por trás da fachada de lealdade, uma trama ardilosa começa a se desenrolar, onde ambição e traição dançam em uma sinfonia mortal. À medida que a confiança se transforma em desconfiança, cada passo se torna uma jogada arriscada em um jogo de gato e rato. Prepare-se para um confronto explosivo, onde as verdades ocultas podem custar tudo.;2
Amores Brutos;Amores Perros;2000;8.1;Drama;Um terrível acidente de carro conecta três histórias, cada uma envolvendo personagens que lidam com a perda, o arrependimento e as duras realidades da vida, tudo em nome do amor.;Um trágico acidente de carro entrelaça os destinos de três almas atormentadas, cada uma enfrentando suas próprias sombras de perda e arrependimento. Em meio ao caos, revelações devastadoras emergem, desafiando o que cada um conhece sobre amor e sacrifício. Enquanto lutam para encontrar redenção, as duras realidades da vida testam os limites de suas esperanças. Prepare-se para uma jornada emocional que revelará que, às vezes, o amor é a luz mais brilhante na escuridão.;1
A Canção da Estrada;Pather Panchali;1955;8.2;Drama;O padre Harihar Ray, sonhando com uma vida melhor para si e sua família, deixa sua aldeia rural de Bengala em busca de trabalho.;Em uma aldeia esquecida de Bengala, o padre Harihar Ray, movido pela esperança de um futuro mais promissor para sua família, parte em uma jornada repleta de desafios e incertezas. Com cada passo, ele deixa para trás não apenas sua terra natal, mas também os laços que moldaram sua alma. Em meio a um mundo implacável, ele enfrentará escolhas que testarão sua fé e determinação. A busca por um novo amanhã se tornará um épico de sacrifício e resiliência, onde o amor familiar será sua maior força.;1
Rebecca, a Mulher Inesquecível;Rebecca;1940;8.1;Drama;Uma mulher autoconsciente faz malabarismos para se ajustar a seu novo papel de esposa de um aristocrata e evitar ser intimidada pela presença espectral de sua primeira esposa.;Em um mundo repleto de opulência e segredos sombrios, uma mulher destemida luta para se encontrar no labirinto de sua nova vida como esposa de um aristocrata. Mas a sombra da primeira esposa, um espírito que ecoa entre os corredores do passado, ameaça seu equilíbrio e sua sanidade. Enquanto tenta conquistar seu lugar entre os poderosos, ela precisará confrontar não apenas os fantasmas do passado, mas também os demônios que habitam seu próprio coração. O que está em jogo é mais do que um amor — é a própria essência de sua identidade.;1
Rebeldia Indomável;Cool Hand Luke;1967;8.1;Policial;Um sulista quieto é condenado a dois anos em uma prisão rural, mas se recusa a obedecer.;Em uma remota prisão rural, um sulista de alma indomável enfrenta um destino sombrio. Condenado a dois anos de reclusão, sua resistência desafia as regras e provoca a fúria de seus captores. Mas em meio ao caos, a luta pela liberdade se transforma em um poderoso grito de rebelião. A batalha por sua dignidade começa, e ele não irá se render sem lutar.;1
A Noviça Rebelde;The Sound of Music;1965;8.1;Biografia;Uma mulher deixa um convento austríaco para se tornar a instrutora dos filhos de um oficial da marinha viúvo.;Em meio às majestosas montanhas austríacas, uma mulher em busca de liberdade abandona as paredes de um convento, apenas para se deparar com um novo chamado. Ao se tornar a instrutora dos filhos de um oficial da marinha, viúvo e marcado pela dor, ela acende não apenas a esperança nas vidas das crianças, mas também no coração de um homem que achou que o amor havia ficado para trás. Entre risos, canções e a redescoberta da vida, um inesperado laço se forma, desafiando o destino. Juntos, eles descobrirão que, mesmo nas circunstâncias mais sombrias, a luz do amor pode ressurgir.;1
Aconteceu Naquela Noite;It Happened One Night;1934;8.1;Comédia;Uma herdeira mimada que foge de sua família é ajudada por um homem que na verdade é um repórter que precisa de uma história.;Em uma cidade repleta de segredos, uma herdeira mimada decide romper com as correntes de sua vida opressiva e foge de sua família aristocrática. No entanto, o que ela não sabe é que o homem que a resgata é, na verdade, um repórter astuto em busca da história que mudará sua carreira para sempre. Entre encontros inesperados e revelações chocantes, os dois se veem presos em uma teia de mentiras e verdades que desafiará seus corações. Prepare-se para uma jornada de autodescoberta e amor em meio ao caos de um mundo que eles nunca imaginaram que poderiam mudar.;0
Os Incompreendidos;The 400 Blows;1959;8.1;Policial;Uma criança, sem atenção, entra em uma vida de pequenos crimes.;Em um mundo onde a indiferença dos adultos molda o destino dos inocentes, uma criança solitária se perde nas sombras da cidade. Seduzida pelo brilho fugaz da adrenalina, ela se vê imersa em uma espiral de pequenos crimes, onde cada escolha pode ser a última. À medida que a linha entre o certo e o errado se torna cada vez mais embaçada, o que estava destinado a ser uma infância é transformado em uma luta desesperada pela sobrevivência. A jornada de uma alma perdida em busca de pertencimento e redenção começa agora.;1
O Gigante de Ferro;The Iron Giant;1999;8.1;Animação;Um jovem faz amizade com um robô gigante do espaço, um paranóico agente do governo quer que seja destruído.;Em um mundo onde a amizade pode surgir das mais inesperadas fontes, um jovem solitário encontra um robô colossal vindo das estrelas, despertando uma conexão que transcende o universo. Mas a paz é ameaçada por um agente do governo obcecado, determinado a eliminar essa criatura extraordinária a qualquer custo. Em uma luta contra o tempo, eles precisam lutar juntos para preservar não apenas sua amizade, mas a própria essência da liberdade. Prepare-se para uma aventura épica onde o destino da humanidade e de um ser de outro mundo está em jogo!;3
Histórias Cruzadas;The Help;2011;8.1;Drama;Uma aspirante a escritora durante o movimento dos direitos civis nos anos 60 nos Estados Unidos decide escrever um livro sobre as experiências das criadas negras que trabalhavam para as famílias brancas.;Em meio à turbulência dos anos 60, uma jovem escritora, movida pela chama da justiça, se lança em uma jornada audaciosa. Ela decide dar voz às histórias ocultas das criadas negras, cujas vidas foram moldadas pelo silêncio e pela opressão das famílias brancas. Com cada página escrita, ela desafia o status quo e revela verdades que podem mudar o curso da história. Prepare-se para uma narrativa poderosa que ecoa o grito por igualdade e dignidade.;0
Quando Duas Mulheres Pecam;Persona;1966;8.1;Drama;Uma enfermeira é encarregada de uma atriz silenciosa e descobre que sua personalidade parece convergir em uma.;Em meio a um mundo de glamour e segredos, uma enfermeira é designada para cuidar de uma enigmática atriz que se comunica apenas através do silêncio. À medida que os dias se desenrolam, ela percebe que as almas de ambas estão entrelaçadas de maneiras que desafiam a compreensão. Em uma jornada de autodescoberta e revelações inesperadas, o que começa como um simples trabalho se transforma em um profundo mergulho nas intricadas camadas da identidade e da conexão humana. Prepare-se para testemunhar a fusão de duas vidas, onde o silêncio fala mais alto do que palavras jamais poderiam.;0
A Vida de Brian;Life of Brian;1979;8.0;Comédia;Nascido no Natal original no estábulo ao lado de Jesus, Brian de Nazaret passa a vida confundido com um messias.;Em uma noite mágica de Natal, enquanto as estrelas brilham intensamente sobre Belém, um menino chamado Brian de Nazaret vem ao mundo, ao lado do verdadeiro Salvador. Ao longo de sua vida, ele enfrenta o peso de um destino que nunca escolheu, sendo constantemente confundido com o Messias. Em sua jornada repleta de desafios e revelações, Brian lutará para desvendar sua verdadeira identidade e encontrar seu lugar em um mundo que clama por esperança. Prepare-se para uma história de fé, confusão e autodescoberta que transcende os séculos.;0
Aladdin;Aladdin;1992;8.0;Animação;Um menino de rua bondoso e um Vizir competem por uma lâmpada mágica que tem o poder de realizar seus mais profundos desejos.;Em um mundo repleto de sombras e desejos ocultos, um menino de rua de coração puro se vê em uma intensa disputa contra um astuto Vizir por uma lâmpada mágica que promete realizar os anseios mais profundos de suas almas. Enquanto o destino se desenrola em meio a traições e revelações, cada desejo se transforma em uma batalha entre a esperança e a ambição. Prepare-se para uma jornada épica onde coragem e amizade desafiam as trevas. Quem sairá vitorioso quando os desejos mais poderosos estão em jogo?;3
As Diabólicas;Diabolique;1955;8.1;Policial;A esposa e a amante de um diretor de escola detestável planejam assassiná-lo com o que elas acham ser o plano perfeito.;Em um mundo onde a traição se entrelaça com a ambição, a esposa e a amante de um diretor de escola desprezível unem forças em uma conspiração mortal. Com astúcia e determinação, elas arquitetam o que acreditam ser o plano infalível para acabar de uma vez por todas com sua tirania. Mas no jogo da vingança, nada é o que parece, e segredos obscuros ameaçam desvelar a verdadeira natureza de suas intenções. Prepare-se para uma trama eletrizante onde confiança e traição dançam em uma sinfonia de suspense e revelações.;2
